Contig	Organism	Chromosome	Gene	Start	End	Direction
NT_079573	Homo sapiens	"X"	8890452	8891434	PCNAP	coding
NT_079573	Homo sapiens	"X"	8999213	9000330	LOC643309	complement
NT_079573	Homo sapiens	"X"	9129645	9131275	LOC392456	complement
NT_079573	Homo sapiens	"X"	9150764	9151916	LOC389849	complement
NT_079573	Homo sapiens	"X"	9158526	9185841	ZNF673	coding
NT_079573	Homo sapiens	"X"	9210313	9256643	ZNF674	complement
NT_079573	Homo sapiens	"X"	9272855	9273766	LOC442448	complement
NT_079573	Homo sapiens	"X"	9284959	9309605	CHST7	coding
NT_079573	Homo sapiens	"X"	9318140	9470239	SLC9A7	complement
NT_079573	Homo sapiens	"X"	9548143	9593560	RP2	coding
NT_079573	Homo sapiens	"X"	9598619	9610906	CXorf31	complement
NT_079573	Homo sapiens	"X"	9623635	9772407	PHF16	coding
NT_079573	Homo sapiens	"X"	9789542	9804479	RGN	coding
NT_079573	Homo sapiens	"X"	9843480	9844023	RNU12	coding
NT_079573	Homo sapiens	"X"	9853386	9856204	NDUFB11	complement
NT_079573	Homo sapiens	"X"	9856398	9897979	RBM10	coding
NT_079573	Homo sapiens	"X"	9902027	9926294	UBE1	coding
NT_079573	Homo sapiens	"X"	9904910	9905188	LOC728367	complement
NT_079573	Homo sapiens	"X"	9916087	9917027	INE1	coding
NT_079573	Homo sapiens	"X"	9929399	9941163	PCTK1	coding
NT_079573	Homo sapiens	"X"	9944081	9959494	USP11	coding
NT_079573	Homo sapiens	"X"	9983307	9985628	NICN2P	complement
NT_079573	Homo sapiens	"X"	10081749	10125161	ZNF157	coding
NT_079573	Homo sapiens	"X"	10158170	10194112	ZNF41	complement
NT_079573	Homo sapiens	"X"	10220950	10224826	LOC729148	complement
NT_079573	Homo sapiens	"X"	10272274	10283066	ARAF	coding
NT_079573	Homo sapiens	"X"	10283067	10331023	SYN1	complement
NT_079573	Homo sapiens	"X"	10293457	10297957	TIMP1	coding
NT_079573	Homo sapiens	"X"	10335392	10341471	CFP	complement
NT_079573	Homo sapiens	"X"	10346687	10361787	ELK1	complement
NT_079573	Homo sapiens	"X"	10362962	10370327	UXT	complement
NT_079573	Homo sapiens	"X"	10429132	10430265	LOC643474	complement
NT_079573	Homo sapiens	"X"	10431408	10437104	LOC392459	coding
NT_079573	Homo sapiens	"X"	10509092	10518521	LOC644739	coding
NT_079573	Homo sapiens	"X"	10545574	10547959	LOC441493	complement
NT_079573	Homo sapiens	"X"	10548068	10633373	ZNF81	coding
NT_079573	Homo sapiens	"X"	10552129	10552868	LOC643507	complement
NT_079573	Homo sapiens	"X"	10686017	10715144	ZNF182	complement
NT_079573	Homo sapiens	"X"	10715501	10720893	LOC389852	coding
NT_079573	Homo sapiens	"X"	10769370	10782562	ZNF630	complement
NT_079573	Homo sapiens	"X"	10818855	10831836	SSX6	coding
NT_079573	Homo sapiens	"X"	10829785	10831944	psiSSX2	coding
NT_079573	Homo sapiens	"X"	10838370	10843762	LOC729201	coding
NT_079573	Homo sapiens	"X"	10865063	10865197	LOC643554	complement
NT_079573	Homo sapiens	"X"	10867315	10877754	psiSSX3	coding
NT_079573	Homo sapiens	"X"	10897423	10907966	SSX5	complement
NT_079573	Homo sapiens	"X"	10923978	10928161	LOC648415	coding
NT_079573	Homo sapiens	"X"	10966564	10978646	SSX1	coding
NT_079573	Homo sapiens	"X"	10987794	10990553	psiSSX8	coding
NT_079573	Homo sapiens	"X"	11006652	11017442	SSX9	complement
NT_079573	Homo sapiens	"X"	11033394	11039573	psiSSX9	coding
NT_079573	Homo sapiens	"X"	11057630	11067909	SSX3	complement
NT_079573	Homo sapiens	"X"	11094735	11104552	SSX4	coding
NT_079573	Homo sapiens	"X"	11113295	11123111	SSX4B	complement
NT_079573	Homo sapiens	"X"	11143346	11143419	psiSSX6	coding
NT_079573	Homo sapiens	"X"	11151664	11153122	psiSSX7	coding
NT_079573	Homo sapiens	"X"	11168694	11180332	SLC38A5	complement
NT_079573	Homo sapiens	"X"	11186316	11196519	FTSJ1	coding
NT_079573	Homo sapiens	"X"	11219138	11230969	PORCN	coding
NT_079573	Homo sapiens	"X"	11232024	11238871	EBP	coding
NT_079573	Homo sapiens	"X"	11249897	11271389	OATL1	coding
NT_079573	Homo sapiens	"X"	11283249	11285042	LOC729275	complement
NT_079573	Homo sapiens	"X"	11284603	11288571	RBM3	coding
NT_079573	Homo sapiens	"X"	11293248	11293511	MRPL32P1	complement
NT_079573	Homo sapiens	"X"	11307668	11315341	WDR13	coding
NT_079573	Homo sapiens	"X"	11393976	11401582	WAS	coding
NT_079573	Homo sapiens	"X"	11406898	11419170	SUV39H1	coding
NT_079573	Homo sapiens	"X"	11475808	11483618	LOC392465	coding
NT_079573	Homo sapiens	"X"	11486175	11486864	LOC648603	complement
NT_079573	Homo sapiens	"X"	11496729	11504485	GATA1	coding
NT_079573	Homo sapiens	"X"	11512254	11535147	HDAC6	coding
NT_079573	Homo sapiens	"X"	11536624	11537873	LOC728542	coding
NT_079573	Homo sapiens	"X"	11539050	11540315	ERAS	coding
NT_079573	Homo sapiens	"X"	11541273	11545727	PCSK1N	complement
NT_079573	Homo sapiens	"X"	11599697	11600887	LOC728548	coding
NT_079573	Homo sapiens	"X"	11602499	11607193	TIMM17B	complement
NT_079573	Homo sapiens	"X"	11606962	11612187	PQBP1	coding
NT_079573	Homo sapiens	"X"	11612226	11620700	SLC35A2	complement
NT_079573	Homo sapiens	"X"	11622226	11628051	PIM2	complement
NT_079573	Homo sapiens	"X"	11631255	11666660	OTUD5	complement
NT_079573	Homo sapiens	"X"	11670406	11680018	KCND1	complement
NT_079573	Homo sapiens	"X"	11681901	11710442	GRIPAP1	complement
NT_079573	Homo sapiens	"X"	11738009	11754757	TFE3	complement
NT_079573	Homo sapiens	"X"	11770283	11781277	CCDC120	coding
NT_079573	Homo sapiens	"X"	11782585	11785429	PRAF2	complement
NT_079573	Homo sapiens	"X"	11785859	11811826	WDR45	complement
NT_079573	Homo sapiens	"X"	11824112	11833846	GPKOW	complement
NT_079573	Homo sapiens	"X"	11874010	11878589	FLJ21687	coding
NT_079573	Homo sapiens	"X"	11882040	11885205	PLP2	coding
NT_079573	Homo sapiens	"X"	11885673	11896543	LMO6	complement
NT_079573	Homo sapiens	"X"	11898032	11910428	SYP	complement
NT_079573	Homo sapiens	"X"	11915290	11943600	CACNA1F	complement
NT_079573	Homo sapiens	"X"	11944143	11944727	LOC653364	complement
NT_079573	Homo sapiens	"X"	11945708	11961164	CCDC22	coding
NT_079573	Homo sapiens	"X"	11961177	11975055	FOXP3	complement
NT_079573	Homo sapiens	"X"	11980084	11997844	PPP1R3F	coding
NT_079573	Homo sapiens	"X"	12015106	12032332	GAGE10	coding
NT_079573	Homo sapiens	"X"	12032283	12039633	LOC729396	coding
NT_079573	Homo sapiens	"X"	12041827	12049136	GAGE12D	coding
NT_079573	Homo sapiens	"X"	12051374	12058690	GAGE8	coding
NT_079573	Homo sapiens	"X"	12060883	12068187	LOC729408	coding
NT_079573	Homo sapiens	"X"	12070416	12077707	GAGE4	coding
NT_079573	Homo sapiens	"X"	12070424	12077710	GAGE5	coding
NT_079573	Homo sapiens	"X"	12070444	12077710	GAGE7B	coding
NT_079573	Homo sapiens	"X"	12070445	12077707	GAGE7	coding
NT_079573	Homo sapiens	"X"	12079938	12087248	GAGE2	coding
NT_079573	Homo sapiens	"X"	12089442	12096764	LOC645037	coding
NT_086939	Homo sapiens	"X"	3783	11147	LOC729422	coding
NT_086939	Homo sapiens	"X"	13339	20703	LOC729428	coding
NT_086939	Homo sapiens	"X"	22895	30255	LOC729431	coding
NT_086939	Homo sapiens	"X"	32483	39811	GAGE6	coding
NT_086939	Homo sapiens	"X"	42006	49363	GAGE12G	coding
NT_086939	Homo sapiens	"X"	51555	58910	LOC729442	coding
NT_086939	Homo sapiens	"X"	61102	68433	LOC729447	coding
NT_086939	Homo sapiens	"X"	70694	77718	GAGE1	coding
NT_086939	Homo sapiens	"X"	104436	104970	VDAC1LP	complement
NT_086939	Homo sapiens	"X"	136457	145281	LOC139163	complement
NT_086939	Homo sapiens	"X"	159066	167366	PAGE1	complement
NT_086939	Homo sapiens	"X"	300703	305367	PAGE4	coding
NT_086939	Homo sapiens	"X"	349733	350518	LOC158572	complement
NT_086939	Homo sapiens	"X"	351353	353026	USP27X	coding
NT_086939	Homo sapiens	"X"	540955	564320	CLCN5	coding
NT_086939	Homo sapiens	"X"	627606	627818	LOC644059	coding
NT_086939	Homo sapiens	"X"	662210	672463	AKAP4	complement
NT_011726	Homo sapiens	"X"	10315	14380	LOC642980	complement
NT_011726	Homo sapiens	"X"	18353	24654	CXorf40B	complement
NT_011726	Homo sapiens	"X"	200549	202695	LOC643015	coding
NT_011726	Homo sapiens	"X"	305344	319091	LOC389901	complement
NT_011726	Homo sapiens	"X"	447743	509805	LOC728020	complement
NT_011726	Homo sapiens	"X"	531658	600377	CXorf6	coding
NT_011726	Homo sapiens	"X"	598169	599281	LOC728030	coding
NT_011726	Homo sapiens	"X"	655007	759552	MTM1	coding
NT_011726	Homo sapiens	"X"	779807	851513	MTMR1	coding
NT_011726	Homo sapiens	"X"	852747	985117	CD99L2	complement
NT_011726	Homo sapiens	"X"	1069701	1077186	HMGB3	coding
NT_011726	Homo sapiens	"X"	1079912	1080502	LOC392557	coding
NT_011726	Homo sapiens	"X"	1263063	1267875	GPR50	coding
NT_011726	Homo sapiens	"X"	1312639	1314125	LOC286456	complement
NT_011726	Homo sapiens	"X"	1483643	1495774	LOC203547	coding
NT_011726	Homo sapiens	"X"	1650030	1763145	PASD1	coding
NT_011726	Homo sapiens	"X"	1784715	1787949	PRRG3	coding
NT_011726	Homo sapiens	"X"	1802444	1809602	FATE1	coding
NT_011726	Homo sapiens	"X"	1821154	1831972	CNGA2	coding
NT_011726	Homo sapiens	"X"	1999297	2011578	MAGEA4	coding
NT_011726	Homo sapiens	"X"	2039532	2061087	GABRE	complement
NT_011726	Homo sapiens	"X"	2200462	2204380	MAGEA5	complement
NT_011726	Homo sapiens	"X"	2220827	2224961	MAGEA10	complement
NT_011726	Homo sapiens	"X"	2254463	2537766	GABRA3	complement
NT_011726	Homo sapiens	"X"	2537441	2567432	LOC402429	coding
NT_011726	Homo sapiens	"X"	2724573	2739761	GABRQ	coding
NT_011726	Homo sapiens	"X"	2785181	2788750	MAGEA6	coding
NT_011726	Homo sapiens	"X"	2794679	2800974	CSAG3A	complement
NT_011726	Homo sapiens	"X"	2794687	2795683	CSAG2	complement
NT_011726	Homo sapiens	"X"	2817229	2821108	MAGEA12	complement
NT_011726	Homo sapiens	"X"	2821164	2827454	CSAG1	coding
NT_011726	Homo sapiens	"X"	2836324	2840300	MAGEA2	complement
NT_011726	Homo sapiens	"X"	2836339	2838035	MAGEA2B	complement
NT_011726	Homo sapiens	"X"	2845670	2846671	LOC728461	coding
NT_011726	Homo sapiens	"X"	2852588	2856176	MAGEA3	complement
NT_011726	Homo sapiens	"X"	2870783	2875896	psMAGEA	complement
NT_011726	Homo sapiens	"X"	2913807	2917237	CETN2	complement
NT_011726	Homo sapiens	"X"	2917447	2955843	NSDHL	coding
NT_011726	Homo sapiens	"X"	3004601	3059952	ZNF185	coding
NT_011726	Homo sapiens	"X"	3075307	3078694	PNMA5	complement
NT_011726	Homo sapiens	"X"	3142810	3146758	PNMA3	coding
NT_011726	Homo sapiens	"X"	3158801	3161337	PNMA6A	coding
NT_011726	Homo sapiens	"X"	3162088	3163287	LOC728513	complement
NT_011726	Homo sapiens	"X"	3208410	3214214	LOC728307	complement
NT_011726	Homo sapiens	"X"	3301996	3306557	MAGEA1	complement
NT_011726	Homo sapiens	"X"	3357552	3363734	LOC728317	coding
NT_011726	Homo sapiens	"X"	3404870	3408065	LOC649201	complement
NT_011726	Homo sapiens	"X"	3429340	3437529	ZNF275	coding
NT_011726	Homo sapiens	"X"	3482838	3486299	LOC649238	complement
NT_011726	Homo sapiens	"X"	3504045	3507560	LOC139735	coding
NT_011726	Homo sapiens	"X"	3530652	3532419	TREX2	complement
NT_011726	Homo sapiens	"X"	3533598	3556563	UIP1	complement
NT_011726	Homo sapiens	"X"	3565267	3572742	LOC389904	coding
NT_011726	Homo sapiens	"X"	3580885	3595478	BGN	coding
NT_011726	Homo sapiens	"X"	3602982	3605017	LOC728349	coding
NT_011726	Homo sapiens	"X"	3622054	3668861	ATP2B3	coding
NT_011726	Homo sapiens	"X"	3673857	3685055	FAM58A	complement
NT_011726	Homo sapiens	"X"	3690423	3691277	LOC340598	complement
NT_011726	Homo sapiens	"X"	3728462	3737251	DUSP9	coding
NT_011726	Homo sapiens	"X"	3748091	3748621	LOC347544	coding
NT_011726	Homo sapiens	"X"	3755697	3760254	PNCK	complement
NT_011726	Homo sapiens	"X"	3759440	3774274	LOC728385	coding
NT_011726	Homo sapiens	"X"	3773866	3782514	SLC6A8	coding
NT_011726	Homo sapiens	"X"	3786426	3810361	BCAP31	complement
NT_011726	Homo sapiens	"X"	3810810	3830655	ABCD1	coding
NT_011726	Homo sapiens	"X"	3850185	3865269	PLXNB3	coding
NT_011726	Homo sapiens	"X"	3866984	3871661	STK23	coding
NT_011726	Homo sapiens	"X"	3871695	3880441	IDH3G	complement
NT_011726	Homo sapiens	"X"	3880568	3884428	SSR4	coding
NT_011726	Homo sapiens	"X"	3888097	3916477	PDZD4	complement
NT_011726	Homo sapiens	"X"	3927180	3927497	CYCSP45	coding
NT_011726	Homo sapiens	"X"	3947861	3961785	L1CAM	complement
NT_011726	Homo sapiens	"X"	3966601	3974918	LCA10	coding
NT_011726	Homo sapiens	"X"	3990844	3993114	AVPR2	coding
NT_011726	Homo sapiens	"X"	3993305	4012172	ARHGAP4	complement
NT_011726	Homo sapiens	"X"	4015851	4020942	ARD1A	complement
NT_011726	Homo sapiens	"X"	4021197	4030706	RENBP	complement
NT_011726	Homo sapiens	"X"	4033482	4050651	HCFC1	complement
NT_011726	Homo sapiens	"X"	4057152	4058961	LOC728390	coding
NT_011726	Homo sapiens	"X"	4058715	4069114	CXorf12	coding
NT_011726	Homo sapiens	"X"	4096431	4105816	IRAK1	complement
NT_011726	Homo sapiens	"X"	4107738	4183603	MECP2	complement
NT_011726	Homo sapiens	"X"	4180899	4183454	LOC728653	complement
NT_011726	Homo sapiens	"X"	4230214	4244985	OPN1LW	coding
NT_011726	Homo sapiens	"X"	4245158	4266108	LOC653363	complement
NT_011726	Homo sapiens	"X"	4268641	4282005	OPN1MW	coding
NT_011726	Homo sapiens	"X"	4282288	4303229	LOC728447	complement
NT_011726	Homo sapiens	"X"	4305741	4319233	LOC728458	coding
NT_011726	Homo sapiens	"X"	4319406	4343912	CXorf2	complement
NT_011726	Homo sapiens	"X"	4344625	4379174	TKTL1	coding
NT_011726	Homo sapiens	"X"	4397439	4423403	FLNA	complement
NT_011726	Homo sapiens	"X"	4423563	4427553	LOC728490	complement
NT_011726	Homo sapiens	"X"	4428261	4430355	EMD	coding
NT_011726	Homo sapiens	"X"	4447192	4451154	RPL10	coding
NT_011726	Homo sapiens	"X"	4449096	4449230	SNORA70	coding
NT_011726	Homo sapiens	"X"	4450053	4460901	DNASE1L1	complement
NT_011726	Homo sapiens	"X"	4460351	4470539	TAZ	coding
NT_011726	Homo sapiens	"X"	4477452	4485336	ATP6AP1	coding
NT_011726	Homo sapiens	"X"	4485372	4485975	LOC728515	complement
NT_011726	Homo sapiens	"X"	4485995	4492288	GDI1	coding
NT_011726	Homo sapiens	"X"	4492982	4499470	FAM50A	coding
NT_011726	Homo sapiens	"X"	4507097	4522459	PLXNA3	coding
NT_011726	Homo sapiens	"X"	4526588	4528070	LAGE3	complement
NT_011726	Homo sapiens	"X"	4532530	4535406	UBL4A	complement
NT_011726	Homo sapiens	"X"	4536122	4539469	SLC10A3	complement
NT_011726	Homo sapiens	"X"	4554980	4564847	FAM3A	complement
NT_011726	Homo sapiens	"X"	4580080	4595943	G6PD	complement
NT_011726	Homo sapiens	"X"	4596536	4613735	IKBKG	coding
NT_011726	Homo sapiens	"X"	4629663	4630735	LOC643894	coding
NT_011726	Homo sapiens	"X"	4633892	4635549	LOC728749	coding
NT_011726	Homo sapiens	"X"	4666339	4667996	CTAG1A	complement
NT_011726	Homo sapiens	"X"	4666339	4667994	CTAG1B	complement
NT_011726	Homo sapiens	"X"	4671071	4672506	LOC340600	complement
NT_011726	Homo sapiens	"X"	4688140	4697025	deltaNEMO	complement
NT_011726	Homo sapiens	"X"	4700725	4702316	CTAG2	complement
NT_011726	Homo sapiens	"X"	4707481	4708409	OR3B1P	complement
NT_011726	Homo sapiens	"X"	4724004	4799806	GAB3	complement
NT_011726	Homo sapiens	"X"	4811624	4826434	DKC1	coding
NT_011726	Homo sapiens	"X"	4817277	4817408	SNORA36A	coding
NT_011726	Homo sapiens	"X"	4823747	4823875	SNORA56	coding
NT_011726	Homo sapiens	"X"	4827442	4854237	MPP1	complement
NT_011726	Homo sapiens	"X"	4865055	4866270	LOC728776	complement
NT_011726	Homo sapiens	"X"	4884540	5071472	F8	complement
NT_011726	Homo sapiens	"X"	4933791	4934307	H2AFB1	coding
NT_011726	Homo sapiens	"X"	4935109	4936810	F8A1	coding
NT_011726	Homo sapiens	"X"	4957573	4967961	LOC553820	complement
NT_011726	Homo sapiens	"X"	5075538	5105665	FUNDC2	coding
NT_011726	Homo sapiens	"X"	5110360	5120110	MTCP1	complement
NT_011726	Homo sapiens	"X"	5120184	5171823	BRCC3	coding
NT_011726	Homo sapiens	"X"	5265024	5288572	VBP1	coding
NT_011726	Homo sapiens	"X"	5308000	5314326	RAB39B	complement
NT_011726	Homo sapiens	"X"	5325974	5384460	CLIC2	complement
NT_011726	Homo sapiens	"X"	5341638	5343305	PHF10P1	coding
NT_011726	Homo sapiens	"X"	5398438	5401023	LOC553939	coding
NT_011726	Homo sapiens	"X"	5430910	5431257	H2AFB2	coding
NT_011726	Homo sapiens	"X"	5432238	5433353	F8A2	coding
NT_011726	Homo sapiens	"X"	5507620	5508735	F8A3	complement
NT_011726	Homo sapiens	"X"	5509554	5510070	H2AFB3	complement
NT_011726	Homo sapiens	"X"	5540247	5663071	TMLHE	complement
NT_011726	Homo sapiens	"X"	5817925	5832591	SPRY3	coding
NT_011726	Homo sapiens	"X"	5878230	5879798	AMDP1	complement
NT_011726	Homo sapiens	"X"	5931487	5993894	SYBL1	coding
NT_011726	Homo sapiens	"X"	6035485	6036386	LOC644218	complement
NT_011726	Homo sapiens	"X"	6047720	6060956	IL9R	coding
NT_011726	Homo sapiens	"X"	6070439	6079248	LOC376475	coding
NT_011726	Homo sapiens	"X"	6075800	6078322	LOC728890	complement
NT_113962	Homo sapiens	"X"	18129	20016	LOC392563	coding
NT_113962	Homo sapiens	"X"	27441	29904	LOC728668	coding
NT_113962	Homo sapiens	"X"	37047	131537	LOC728687	coding
NT_113962	Homo sapiens	"X"	68697	80064	LOC728146	coding
NT_113963	Homo sapiens	"X"	13300	13893	LOC644431	coding
NT_113963	Homo sapiens	"X"	14118	21907	LOC727733	coding
NT_011638	Homo sapiens	"X"	3367	70740	CCNB3	coding
NT_011638	Homo sapiens	"X"	87724	189564	DGKK	complement
NT_011638	Homo sapiens	"X"	310474	532871	SHROOM4	complement
NT_011638	Homo sapiens	"X"	624265	624693	LOC347376	coding
NT_011638	Homo sapiens	"X"	629611	635434	BMP15	coding
NT_011638	Homo sapiens	"X"	637746	650555	LOC644129	complement
NT_011638	Homo sapiens	"X"	749215	751268	LOC648926	complement
NT_011638	Homo sapiens	"X"	801353	809910	LOC648890	coding
NT_011638	Homo sapiens	"X"	1050910	1056204	NUDT10	coding
NT_011638	Homo sapiens	"X"	1125594	1127517	LOC340602	coding
NT_011638	Homo sapiens	"X"	1208690	1215286	NUDT11	complement
NT_011638	Homo sapiens	"X"	1336734	1337597	LOC347549	complement
NT_011638	Homo sapiens	"X"	1399972	1401591	LOC441495	complement
NT_011638	Homo sapiens	"X"	1429435	1431054	LOC389857	coding
NT_011638	Homo sapiens	"X"	1462354	1464856	GSPT2	coding
NT_011638	Homo sapiens	"X"	1521982	1621277	MAGED1	coding
NT_011638	Homo sapiens	"X"	1642475	1642666	LOC644310	coding
NT_011638	Homo sapiens	"X"	1769783	1773178	LOC401589	complement
NT_011638	Homo sapiens	"X"	1780750	1788195	MAGED4	complement
NT_011638	Homo sapiens	"X"	1903746	1911191	LOC728239	coding
NT_011638	Homo sapiens	"X"	2045137	2045565	LOC644402	coding
NT_011638	Homo sapiens	"X"	2087880	2094625	LOC728242	coding
NT_011638	Homo sapiens	"X"	2203851	2204869	LOC644509	complement
NT_011638	Homo sapiens	"X"	2214630	2219766	LOC728259	coding
NT_011638	Homo sapiens	"X"	2231031	2236167	LOC728266	complement
NT_011638	Homo sapiens	"X"	2356163	2362908	XAGE2	complement
NT_113964	Homo sapiens	"X"	35596	39420	LOC644528	complement
NT_113964	Homo sapiens	"X"	42096	45878	LOC338829	complement
NT_113964	Homo sapiens	"X"	72613	75692	LOC644644	coding
NT_113964	Homo sapiens	"X"	88498	98166	LOC728822	coding
NT_113964	Homo sapiens	"X"	123945	147566	LOC644670	coding
NT_113965	Homo sapiens	"X"	176507	387389	LOC728849	complement
NT_113965	Homo sapiens	"X"	454779	504887	LOC644732	complement
NT_113965	Homo sapiens	"X"	537393	583670	LOC728866	coding
NT_113965	Homo sapiens	"X"	721470	723796	LOC644749	coding
NT_113965	Homo sapiens	"X"	729064	730759	LOC728188	complement
NT_113965	Homo sapiens	"X"	730871	759333	LOC644756	coding
NT_113965	Homo sapiens	"X"	787131	797157	LOC728198	coding
NT_113966	Homo sapiens	"X"	16346	20024	LOC728899	complement
NT_113966	Homo sapiens	"X"	20948	36397	LOC653560	coding
NT_011630	Homo sapiens	"X"	65855	70991	LOC727767	coding
NT_011630	Homo sapiens	"X"	82245	87381	XAGE1	complement
NT_011630	Homo sapiens	"X"	95139	100275	LOC727784	complement
NT_011630	Homo sapiens	"X"	127274	138622	LOC644518	coding
NT_011630	Homo sapiens	"X"	181077	182576	psiSSX4	coding
NT_011630	Homo sapiens	"X"	187737	195176	psiSSX1	coding
NT_011630	Homo sapiens	"X"	206264	217084	SSX8	coding
NT_011630	Homo sapiens	"X"	227197	238036	SSX7	complement
NT_011630	Homo sapiens	"X"	255657	261716	psiSSX5	coding
NT_011630	Homo sapiens	"X"	280032	290335	SSX2	complement
NT_011630	Homo sapiens	"X"	334295	373436	LOC727837	coding
NT_011630	Homo sapiens	"X"	379270	381227	SPANX-N5	complement
NT_011630	Homo sapiens	"X"	395314	401408	XAGE5	coding
NT_011630	Homo sapiens	"X"	415835	417035	LOC286512	complement
NT_011630	Homo sapiens	"X"	445643	451185	XAGE3	complement
NT_011630	Homo sapiens	"X"	474720	491673	LOC727866	coding
NT_011630	Homo sapiens	"X"	530548	540262	TMEM29	complement
NT_011630	Homo sapiens	"X"	632592	661329	GPR173	coding
NT_011630	Homo sapiens	"X"	665648	671808	TSPYL2	coding
NT_011630	Homo sapiens	"X"	726261	727169	ACTGP10	complement
NT_011630	Homo sapiens	"X"	775539	808690	SMCX	complement
NT_011630	Homo sapiens	"X"	816144	864882	IQSEC2	complement
NT_011630	Homo sapiens	"X"	955156	1003704	SMC1A	complement
NT_011630	Homo sapiens	"X"	1003925	1012145	RIBC1	coding
NT_011630	Homo sapiens	"X"	1012292	1015409	HADH2	complement
NT_011630	Homo sapiens	"X"	1113837	1235137	HUWE1	complement
NT_011630	Homo sapiens	"X"	1267291	1267854	LOC729002	coding
NT_011630	Homo sapiens	"X"	1517199	1624397	PHF8	complement
NT_011630	Homo sapiens	"X"	1652671	1763777	FAM120C	complement
NT_011630	Homo sapiens	"X"	1776941	1938524	WNK3	complement
NT_011630	Homo sapiens	"X"	2020939	2025816	TSR2	coding
NT_011630	Homo sapiens	"X"	2025973	2076685	FGD1	complement
NT_011630	Homo sapiens	"X"	2110730	2146059	GNL3L	coding
NT_011630	Homo sapiens	"X"	2220287	2253157	LOC392473	coding
NT_011630	Homo sapiens	"X"	2329702	2378759	ITIH5L	complement
NT_011630	Homo sapiens	"X"	2388257	2396531	MAGED2	coding
NT_011630	Homo sapiens	"X"	2394889	2395019	SNORA11	coding
NT_011630	Homo sapiens	"X"	2501335	2511950	TRO	coding
NT_011630	Homo sapiens	"X"	2513676	2574596	PFKFB1	complement
NT_011630	Homo sapiens	"X"	2580866	2588298	APEX2	coding
NT_011630	Homo sapiens	"X"	2589574	2611497	ALAS2	complement
NT_011630	Homo sapiens	"X"	2655590	2659422	PAGE2B	coding
NT_011630	Homo sapiens	"X"	2669583	2673346	PAGE2	coding
NT_011630	Homo sapiens	"X"	2723621	2741695	FAM104B	complement
NT_011630	Homo sapiens	"X"	2800877	2804627	PAGE5	coding
NT_011630	Homo sapiens	"X"	2838934	2845365	PAGE3	complement
NT_011630	Homo sapiens	"X"	3032624	3034085	MAGEH1	coding
NT_011630	Homo sapiens	"X"	3067048	3069717	USP51	complement
NT_011630	Homo sapiens	"X"	3101366	3102319	LOC644893	complement
NT_011630	Homo sapiens	"X"	3203919	3205844	FOXR2	coding
NT_011630	Homo sapiens	"X"	3207270	3237533	XAGE-4	complement
NT_011630	Homo sapiens	"X"	3298265	3339293	RRAGB	coding
NT_011630	Homo sapiens	"X"	3488673	3543001	LOC644924	coding
NT_011630	Homo sapiens	"X"	3812993	3865616	KLF8	coding
NT_011630	Homo sapiens	"X"	4144158	4147463	UBQLN2	coding
NT_011630	Homo sapiens	"X"	4317761	4318096	LOC644969	complement
NT_011630	Homo sapiens	"X"	4556889	4576028	SPIN3	complement
NT_011630	Homo sapiens	"X"	4700201	4702065	SPIN-2	complement
NT_011630	Homo sapiens	"X"	4716169	4718144	SPIN2	complement
NT_011630	Homo sapiens	"X"	4867225	5069712	AMDD	coding
NT_011630	Homo sapiens	"X"	5172355	5177996	ZXDB	coding
NT_011630	Homo sapiens	"X"	5257297	5260799	NOD24	complement
NT_011630	Homo sapiens	"X"	5346838	5347803	LOC392477	coding
NT_011630	Homo sapiens	"X"	5488283	5491153	ZXDA	complement
NT_011630	Homo sapiens	"X"	5514621	5514866	LOC645136	complement
NT_011630	Homo sapiens	"X"	5515159	5566653	LOC392479	coding
NT_011669	Homo sapiens	"X"	316766	317789	LOC653588	coding
NT_011669	Homo sapiens	"X"	836984	884257	LOC645251	complement
NT_011669	Homo sapiens	"X"	885095	889199	LOC139886	complement
NT_011669	Homo sapiens	"X"	1172836	1292981	ARHGEF9	complement
NT_011669	Homo sapiens	"X"	1304638	1305456	LOC652961	coding
NT_011669	Homo sapiens	"X"	1582112	1583147	HNRPDP	coding
NT_011669	Homo sapiens	"X"	1722986	1743612	FAM123B	complement
NT_011669	Homo sapiens	"X"	1762064	1763491	ASB12	complement
NT_011669	Homo sapiens	"X"	1805949	1933299	MTMR8	complement
NT_011669	Homo sapiens	"X"	1970269	1972017	LOC392481	coding
NT_011669	Homo sapiens	"X"	2118752	2162443	LOC442455	coding
NT_011669	Homo sapiens	"X"	2454249	2514324	KIAA1166	complement
NT_011669	Homo sapiens	"X"	2945951	2946553	LOC645381	coding
NT_011669	Homo sapiens	"X"	3006930	3008315	LOC645388	coding
NT_011669	Homo sapiens	"X"	3026694	3045755	ZC3H12B	coding
NT_011669	Homo sapiens	"X"	3050454	3072655	LAS1L	complement
NT_011669	Homo sapiens	"X"	3088490	3090289	FKSG43	complement
NT_011669	Homo sapiens	"X"	3205499	3279781	MSN	coding
NT_011669	Homo sapiens	"X"	3310146	3311658	NANOGP9	complement
NT_011669	Homo sapiens	"X"	3494610	3495026	LOC645420	complement
NT_011669	Homo sapiens	"X"	3559568	3577873	VSIG4	complement
NT_011669	Homo sapiens	"X"	3593417	3594403	LOC392485	complement
